FBL,1975-2,-6,359,11.180549248928543,3.8883876742071877
FBL,1920-8,-6,348,11.941133041480615,4.715922605199379
FBL,7799-0,-6,733,7.476991063630148,3.982640268516948
FBL,33959-8,-6,962,5.630403237779694,4.8834750723308975
FBL,1751-7,-6,301,11.667723585420887,4.220534598851856
FBL,1988-5,-6,986,-0.5280821543724423,0.7510538917402383
FBL,49563-0,-6,906,6.959683300332526,3.3748924023785816
FBL,751-8,-6,573,5.64882166198929,2.9444146121666774
FBL,1975-2,-5,334,3.8744537335236915,4.332195453979946
FBL,1920-8,-5,220,10.04627499344759,6.510339658367565
FBL,7799-0,-5,416,5.469314291686084,5.828788877818345
FBL,33959-8,-5,217,12.845555087599033,6.817559775968174
FBL,1751-7,-5,992,7.852355243399884,4.000122103159521
FBL,1988-5,-5,365,1.7105015177924403,2.7956417940190663
FBL,49563-0,-5,160,1.883274723670965,3.0548351106184994
FBL,751-8,-5,692,3.8355396259829675,0.9902008265568654
FBL,1975-2,-4,169,6.3200834912783295,2.8266560760314614
FBL,1920-8,-4,371,10.588129580788554,4.5007876643972615
FBL,7799-0,-4,333,8.390155433523375,4.959486375059145
FBL,33959-8,-4,935,5.826427877499393,6.089651121255477
FBL,1751-7,-4,157,9.575918355002777,3.7560280095712155
FBL,1988-5,-4,559,5.604182203682189,3.2764831873118228
FBL,49563-0,-4,881,6.554129952613939,3.4771309750225914
FBL,751-8,-4,791,5.995674275272324,2.942691245513845
FBL,1975-2,-3,949,3.344824697380102,3.787410049500108
FBL,1920-8,-3,160,4.614892320003153,4.562049835479797
FBL,7799-0,-3,487,7.551122759227061,3.6499084932561114
FBL,33959-8,-3,307,8.001603309850594,4.82241790038962
FBL,1751-7,-3,426,4.436481937280128,4.037248048976102
FBL,1988-5,-3,961,3.5197085202705014,2.6449630814065115
FBL,49563-0,-3,860,7.573372952101279,4.402933508564601
FBL,751-8,-3,970,1.5895693385482386,2.6848098672399066
FBL,1975-2,-2,383,9.465555885657885,5.13502804357498
FBL,1920-8,-2,586,7.518077421346277,4.093786090274078
FBL,7799-0,-2,490,10.19288509307736,5.47370105523322
FBL,33959-8,-2,118,5.743907477272074,5.631699630267053
FBL,1751-7,-2,450,9.40162298519293,3.7905879653624432
FBL,1988-5,-2,901,6.386153575361455,3.581172311479873
FBL,49563-0,-2,899,6.4254250028124975,5.395683313306145
FBL,751-8,-2,529,7.578954723854796,2.9964000415803698
FBL,1975-2,-1,110,6.205763571837052,3.775149238886944
FBL,1920-8,-1,242,9.382404645813306,2.727611261376973
FBL,7799-0,-1,406,4.573512458350394,4.069439153058878
FBL,33959-8,-1,730,3.346245847010139,3.6788347393648686
FBL,1751-7,-1,350,7.497423845709552,5.297683645225223
FBL,1988-5,-1,717,7.314301853448653,4.312816920009103
FBL,49563-0,-1,310,2.2316910374343992,4.146845944467222
FBL,751-8,-1,607,4.422426185366508,2.995648132068213
FBL,1975-2,0,106,8.515346245804054,4.873347620910444
FBL,1920-8,0,132,7.834976628722299,4.621693875534263
FBL,7799-0,0,644,4.8188486383214295,3.2862322032206017
FBL,33959-8,0,894,9.116279474969758,3.7964844088043987
FBL,1751-7,0,793,6.794798204108239,5.133458107908948
FBL,1988-5,0,165,6.799423091839951,5.684980939746406
FBL,49563-0,0,174,6.3409169757762935,3.408640262976129
FBL,751-8,0,830,4.6716775238029244,2.7882811067285767
FBL,1975-2,1,825,9.368387107001213,1.6335872292415599
FBL,1920-8,1,576,2.6386364006357264,5.13524014109432
FBL,7799-0,1,379,2.857552277379792,3.8097754130332153
FBL,33959-8,1,247,7.512800446164193,3.088782062524612
FBL,1751-7,1,910,7.051443146920791,2.048406376513273
FBL,1988-5,1,234,4.141866747357625,6.347437590294347
FBL,49563-0,1,188,4.81184362210834,4.694527506823311
FBL,751-8,1,238,9.061947651442498,6.139649389200231
FBL,1975-2,2,486,3.4729364862163643,3.988526306408488
FBL,1920-8,2,938,8.643168000533375,3.929246078873118
FBL,7799-0,2,905,6.415123376936634,4.715187736862652
FBL,33959-8,2,734,5.339563782991634,3.176704530832583
FBL,1751-7,2,216,1.308901999912016,5.411453733325848
FBL,1988-5,2,202,6.084924745743509,5.351298330144299
FBL,49563-0,2,539,6.011806394256392,5.314064805660684
FBL,751-8,2,132,9.076858936764262,5.738134143154049
FBL,1975-2,3,531,8.655853221278962,1.9047125432830234
FBL,1920-8,3,593,1.8426510282947406,4.714355140902371
FBL,7799-0,3,940,4.2013738231162305,3.7652628128160712
FBL,33959-8,3,175,4.07113127776746,1.868131628829624
FBL,1751-7,3,245,5.486739657479367,3.0544865141818525
FBL,1988-5,3,528,9.211300577875605,4.982568610735795
FBL,49563-0,3,747,9.150585328242578,4.22899233015851
FBL,751-8,3,310,6.005898592822147,4.325691532269292
FBL,1975-2,4,749,5.4090923563601025,3.9429889006728867
FBL,1920-8,4,821,2.7193674586011634,3.9661728217319676
FBL,7799-0,4,227,2.9374795942968204,4.865027230015661
FBL,33959-8,4,164,6.626436401487422,4.3642516713353015
FBL,1751-7,4,297,3.199152035480279,3.1332759733148228
FBL,1988-5,4,574,12.10441591750733,6.393128679186743
FBL,49563-0,4,230,9.803002222233157,4.280158612532747
FBL,751-8,4,732,9.097019970024977,5.295022284393832
FBL,1975-2,5,524,7.322921740393423,4.6184982732182585
FBL,1920-8,5,173,6.513603163808745,2.5206344038219544
FBL,7799-0,5,589,3.813630734160413,3.0450478082586767
FBL,33959-8,5,792,2.0498818055724115,2.304438357882133
FBL,1751-7,5,282,3.8022973755975547,2.1344284694668163
FBL,1988-5,5,519,11.277161394001169,7.1293315162961965
FBL,49563-0,5,326,8.051641631064118,5.454997036586073
FBL,751-8,5,990,4.551087187838612,4.117687140234025
FBL,1975-2,6,234,4.241261921095871,3.6476493336489506
FBL,1920-8,6,981,3.1399587637946085,2.584613721630923
FBL,7799-0,6,180,1.1159289996659827,3.6450211553188536
FBL,33959-8,6,783,3.782208100067153,3.316263165934208
FBL,1751-7,6,954,7.248393600820875,3.2325885891935076
FBL,1988-5,6,524,12.118764493201287,7.101828794278795
FBL,49563-0,6,534,6.448874857303353,4.67547557542516
FBL,751-8,6,351,4.836106610317229,3.535836478409334
FBL,1975-2,7,972,2.598239948172224,2.919659277041081
FBL,1920-8,7,156,3.376184215233203,1.7066945979166555
FBL,7799-0,7,881,5.433435538252359,4.571782785641366
FBL,33959-8,7,101,-0.69349749317976,3.671882532261504
FBL,1751-7,7,404,3.0064174147439293,0.40943482219207783
FBL,1988-5,7,816,13.500838860209647,5.381815580358941
FBL,49563-0,7,659,9.559567017891382,4.282556272097526
FBL,751-8,7,972,5.287076062416707,5.619695180312241
FBL,1975-2,8,601,-0.1786587092837486,1.0916541167581455
FBL,1920-8,8,106,4.89295340580788,0.9893667419591221
FBL,7799-0,8,235,3.619778082302971,2.7141485949980497
FBL,33959-8,8,873,3.501317404584114,0.9388751288481916
FBL,1751-7,8,496,2.829380740497153,2.9399846178118647
FBL,1988-5,8,928,12.183203555025969,6.291084844932635
FBL,49563-0,8,145,4.381187236145817,3.601519831746575
FBL,751-8,8,902,6.253746413763122,4.686349680800532
FBL,1975-2,9,777,0.7650828845487494,2.5032649401482314
FBL,1920-8,9,460,2.1809353179311737,0.1468964073110035
FBL,7799-0,9,232,8.038126228838987,0.8307554624839498
FBL,33959-8,9,958,2.8495003076095555,-0.5117554277627963
FBL,1751-7,9,355,3.6385940484426658,3.0308679306522226
FBL,1988-5,9,470,14.199869548313261,7.228004095588383
FBL,49563-0,9,561,6.515244333639299,4.567884949817746
FBL,751-8,9,422,7.194743653124354,5.133424183940676
FBL,1975-2,10,404,2.561139733354486,0.9161215590817269
FBL,1920-8,10,360,-3.722800519661927,0.6711790150861878
FBL,7799-0,10,208,2.8838934982816222,2.3640625756758755
FBL,33959-8,10,664,1.9313465136010342,2.105280100981645
FBL,1751-7,10,297,3.544265198428109,3.006023372948716
FBL,1988-5,10,953,11.302081494512716,6.313398386081122
FBL,49563-0,10,466,10.55499320624138,5.561944365594642
FBL,751-8,10,178,7.616627249020428,6.8024877687049035
FBL,1975-2,11,590,3.2085236009168225,2.2813989348937076
FBL,1920-8,11,602,-1.4239220607200638,1.0675015483862613
FBL,7799-0,11,990,5.8444330017562365,2.687743011933721
FBL,33959-8,11,789,-0.8564056732538949,0.41146215709540623
FBL,1751-7,11,299,4.750326662531542,1.630092869780286
FBL,1988-5,11,932,15.001814622955953,7.24948646144632
FBL,49563-0,11,874,10.28646935988191,4.722057834215331
FBL,751-8,11,299,8.648048329160186,7.182642395812135
FBL,1975-2,12,263,4.505694476446139,2.0219106492613577
FBL,1920-8,12,461,-1.0839801836205751,2.1179016481091355
FBL,7799-0,12,970,2.9979309815530053,1.6703667641505047
FBL,33959-8,12,139,0.5437326846257751,1.0263794102637323
FBL,1751-7,12,632,5.067962267693183,2.128657834917619
FBL,1988-5,12,945,11.682705709102258,10.341196850530658
FBL,49563-0,12,339,10.539196535167335,3.9584807145679632
FBL,751-8,12,432,9.43024675592995,3.970504039818622
FBL,1975-2,13,527,0.31168244449352667,3.0115226663927683
FBL,1920-8,13,888,-2.3610591537907224,0.17013294605859475
FBL,7799-0,13,762,2.60966639661782,3.0520641688517296
FBL,33959-8,13,284,-2.9150182987221376,0.1841601322676869
FBL,1751-7,13,995,-1.0687616855345903,1.2861078738989424
FBL,1988-5,13,814,16.528096825836688,7.826740721326973
FBL,49563-0,13,598,5.860560933673423,4.267881551013786
FBL,751-8,13,168,9.015187348081767,7.734508953508861
FBL,1975-2,14,578,0.893972313851152,2.0743747231542358
FBL,1920-8,14,513,-4.996742822053286,0.10149882125604925
FBL,7799-0,14,655,7.675055353431526,1.9215916864747264
FBL,33959-8,14,274,0.26557417361371627,0.21310811482534397
FBL,1751-7,14,330,3.78818815596962,-0.3980441083790809
FBL,1988-5,14,306,18.522572279321462,8.472712900155308
FBL,49563-0,14,700,4.690325885654918,4.160916369442336
FBL,751-8,14,378,14.279353690275466,8.334664953614695
FBL,1975-2,15,285,1.1611328923757727,2.5619572771427306
FBL,1920-8,15,444,-3.845219558467014,-0.4620077405855838
FBL,7799-0,15,771,0.0899779297992831,2.0832215593549734
FBL,33959-8,15,328,0.5697718880887592,-2.270152505691378
FBL,1751-7,15,299,-3.0204450350972207,0.12957113578936674
FBL,1988-5,15,434,16.8710418409973,9.640774357216477
FBL,49563-0,15,644,9.333811534236954,3.4651674320164285
FBL,751-8,15,549,14.046147448580484,8.914745799687946
FBL,1975-2,16,819,4.618064206857223,2.4591202103076393
FBL,1920-8,16,297,-7.937904091159368,-1.3644063752733313
FBL,7799-0,16,529,3.6291689719387374,3.8721955130444403
FBL,33959-8,16,354,0.30222707118992,-0.21771602763325681
FBL,1751-7,16,788,-0.7847239254035392,-1.2106256423489596
FBL,1988-5,16,291,17.101815304132383,10.472596699935583
FBL,49563-0,16,407,8.328620241355955,4.458263082819226
FBL,751-8,16,534,16.269862604237243,6.384977868836794
FBL,1975-2,17,940,3.6925493016881656,0.3409844656325447
FBL,1920-8,17,993,-3.9280675956238316,-2.0112139025609093
FBL,7799-0,17,782,3.1012740468843294,1.9221342947794633
FBL,33959-8,17,330,-2.7571952606547043,-0.3108186842701004
FBL,1751-7,17,905,-1.4301510320869522,1.6051494762369307
FBL,1988-5,17,862,15.750868558665957,10.260431980375076
FBL,49563-0,17,162,4.681998667375463,4.8781446270647955
FBL,751-8,17,375,14.162867700021021,6.8800702555260616
FBL,1975-2,18,980,3.949398365883642,1.638577891365153
FBL,1920-8,18,670,-2.8772863985346326,-1.3957227191998731
FBL,7799-0,18,478,-0.10223916898266117,3.0248764347965764
FBL,33959-8,18,151,-4.518823109146657,-2.0161942195331806
FBL,1751-7,18,578,1.1490562547330994,-0.9434303568887805
FBL,1988-5,18,134,23.009377748940388,10.709853136859797
FBL,49563-0,18,730,10.442883373319313,4.19506231513278
FBL,751-8,18,660,12.106272036551834,8.451796500709177
FBL,1975-2,19,743,-2.86372331950267,0.14081999985040472
FBL,1920-8,19,425,-5.199527350886286,0.28695957787889714
FBL,7799-0,19,588,2.908820315781515,3.4933524170664016
FBL,33959-8,19,488,-5.717392887530005,-1.7803632677869965
FBL,1751-7,19,102,-4.947674230191453,-0.9987793454284226
FBL,1988-5,19,633,19.73961698746334,11.493638492640319
FBL,49563-0,19,127,8.051759736941754,6.29087789945352
FBL,751-8,19,945,10.486760543162518,9.280982415117858
